BVP_mean,BVP_std,EDA_phasic_mean,EDA_phasic_min,EDA_smna_min,EDA_tonic_mean,Resp_mean,Resp_std,TEMP_mean,TEMP_std,TEMP_slope,BVP_peak_freq
-0.1816732617297902,107.648359232624,1.8242890005698504,0.3679770831591029,5.2296580284144673e-08,1.2321641222809565,0.1481839773616847,2.9356168122316832,35.817090909090865,0.012673914122067,-0.0001690598020873,0.1356698699830412
-0.8301470588235291,118.74208943778429,2.1091462266161902,0.5391497246181243,3.096902286001704e-08,0.3776152040104432,0.0375448409449639,2.843123179252524,35.79756756756755,0.0299012252668947,-0.0007886977886977,0.0950226244343891
0.9396834369700432,42.19003939297985,0.1528278212523522,0.0069503635601221,4.7256023584507136e-08,1.7276955866032333,-0.0218624893866171,1.7003326185446763,35.712909090909065,0.0276124298277377,-0.0007169938913058,0.07687959299039
0.1074038461538474,41.60687173752203,0.1775946998040494,0.0027887371004596,2.7872847943163072e-08,0.9879268772136196,0.0975625342299216,1.483260353880956,35.70081081081082,0.0195044524893722,7.528957528957787e-05,0.1402714932126696
-0.0736199095022623,43.12163324147279,0.0350144352718767,0.0011442516256389,5.1746445492576994e-08,0.7722615972480996,0.0625451783854839,1.5015851820283452,35.744727272727275,0.0193864568898976,0.0004417194508938,0.1493212669683258
0.2639853024307515,71.15496421548033,0.03326633222468,1.482783174857616e-05,3.297692667974924e-08,0.4186480320807404,0.0539559364417459,1.6758803859931268,35.805855855855825,0.0224799597827727,0.0005208845208845,0.0859242509892594
0.7257070135746614,112.44642905034527,0.3743095570734153,0.1309373334903189,3.2841323965215064e-08,-0.0366927504721936,0.046343897579991,2.1945393894575176,35.84709090909089,0.018942278568201,0.0002376755404278,0.1176470588235294
-1.0836743923120429,39.30585427347404,0.0737595462779013,0.0013878393348171,4.984947271309135e-08,0.2752762416207286,0.0787902428117487,1.4989302452856432,35.81450450450447,0.019670196907406,-0.0005075465075465,0.1492368569813454
0.0363235294117641,24.48305855878848,0.0063649149398867,1.4211275557715704e-05,9.451366625722697e-08,0.2889830169102967,0.0027175822853117,1.3436913900759562,35.78418181818179,0.0105642465791504,-5.770574577900579e-06,0.1538461538461538
0.0673883550028263,16.889657960836004,0.0027182251615348,6.819167839276931e-07,8.373381184360748e-08,0.095079665673411,0.1131767152248426,1.4807783750036894,35.813423423423416,0.0182818521493291,0.000493330993331,0.1537591859807801
-0.3836029411764681,77.38712148983588,0.0246548257989153,6.996313584996438e-05,3.4712854042218664e-08,-0.0719314897718926,-0.0260897523897557,1.4722538670153416,35.872909090909026,0.0268783608315622,0.0007123052994612,0.1493212669683258
-0.1567533936651557,90.26158769621463,0.0434693877796208,0.0070488240634091,4.0942527505904076e-08,-0.159672251172811,0.1228960841171548,1.4670606752436743,35.888558558558515,0.013072689835832,-0.0002141102141102,0.0950226244343891
0.6561107970604896,85.54834522239216,0.029223885512319,0.0023698396668343,4.831964704834952e-08,-0.2550337500539473,0.034468044059721,1.4910947760944808,35.844234234234186,0.0242936075657308,-0.0006060021060021,0.0633126059920859
0.0592307692307707,78.71410542780552,0.0350859928055734,0.0009432021972906,4.2224260338664774e-08,-0.3851950492021105,0.0428714225610475,1.4674600086985323,35.79472727272724,0.0142515766852837,-0.0002495773504947,0.0633484162895927
1.857897117015264,93.86292676505936,0.0146274243755329,4.348439841062225e-05,5.0482737079743727e-08,-0.4716513785461431,0.013884930043146,1.4811190687897289,35.75756756756756,0.0110865730183182,1.2460512460526252e-05,0.1492368569813454
-2.0777092760181017,64.05357256004592,0.0054806414520931,1.4904675892155524e-05,5.478557353902064e-08,-0.5520984754590255,0.0694226779805604,1.36113133644492,35.77072727272726,0.0163878608570813,0.0004257602055767,0.0678733031674208
-0.0270096099491234,13.792958999628198,0.0010705416295937,3.4805112755449686e-06,7.400679948367689e-08,-0.6214822233859709,0.0633911883839652,1.3872161277611474,35.82765765765764,0.0240852448178715,0.0005999473499473,0.1537591859807801
-0.9814479638009036,75.72889801462674,0.0135963110801005,0.0001250961213105,4.878782279592079e-08,-0.6776922732720396,0.0637033537666574,1.4747923627240211,35.89527272727268,0.0258565655776435,0.0006030250433919,0.0542986425339366
0.9487669683257908,74.46224302845074,0.0107031354170222,4.034382767767767e-05,1.1088234580480024e-07,-0.7078048409953324,0.0313649643221223,1.4965150812584544,35.901531531531475,0.0145934823288759,-0.0002695682695682,0.1176470588235294
0.0690898812888637,34.65489073747606,0.0050158261104769,3.340663065757725e-06,3.6260942668399414e-08,-0.7433763485380978,0.0733535851017592,1.3086420318469147,35.90036363636359,0.0147048089058871,0.0002348804183666,0.1447145279819106
-0.2148076923076924,19.23387589878116,0.0025281345995164,2.816129011724497e-07,7.604612033235932e-08,-0.7507199059055691,0.0776338126145036,1.40502877278731,35.92513513513507,0.0126537296332123,-0.0001351351351351,0.1447963800904977
0.0848728094968908,38.49426764308243,0.0102987246319646,2.813641407764285e-07,4.2375047839669146e-08,-0.7933648209590509,0.0282554652105226,1.3991220571702645,35.901636363636314,0.0124701295996221,-9.23291932466148e-05,0.1447145279819106
0.424819004524886,48.40327276469799,0.0040646839905299,0.0001026718525513,8.9980888752371e-08,-0.8219429277623522,0.0916444780118696,1.4386737933871212,35.902972972972925,0.0143692987656762,-0.0001312741312741,0.1357466063348416
-0.4014988687782803,25.914534476452,0.0018913361568539,9.073210121409377e-06,9.360960192900009e-08,-0.8463090549093044,0.0234056192129255,1.3438250637537892,35.875818181818104,0.0117071709323681,1.3705114622537966e-05,0.1447963800904977
